company,location,industry,total_laid_off,percentage_laid_off,date,stage,country,funds_raised_millions,number_of_layoff_events,is_repeat_layoff_company,log_funds_raised,funding_bracket,severity_tier,is_statistical_outlier,outlier_direction
The RealReal,SF Bay Area,Retail,230,0.07,2023-02-16,Post-IPO,United States,356,2,True,5.877735781779639,Medium ($50-500M),Mild (<=10%),False,Typical
The RealReal,SF Bay Area,Retail,235,0.1,2020-04-14,Post-IPO,United States,358,2,True,5.883322388488279,Medium ($50-500M),Mild (<=10%),False,Typical
The Sill,New York City,Retail,20,0.25,2020-05-28,Series A,United States,7,1,False,2.079441541679836,Small (<$50M),Moderate (10-25%),False,Typical
The Wing,New York City,Real Estate,0,0.5,2020-04-03,Series C,United States,117,3,True,4.770684624465665,Medium ($50-500M),Severe (25-50%),True,Unusually High for Funding Level
The Wing,New York City,Real Estate,0,1.0,2022-08-31,Series C,United States,117,3,True,4.770684624465665,Medium ($50-500M),Critical (>50%),True,Unusually High for Funding Level
The Wing,New York City,Real Estate,56,,2020-07-01,Series C,United States,117,3,True,4.770684624465665,Medium ($50-500M),,False,Typical
The Zebra,Austin,Finance,40,,2022-05-24,Series D,United States,256,2,True,5.54907608489522,Medium ($50-500M),,False,Typical
The Zebra,Austin,Finance,50,,2022-11-15,Series D,United States,256,2,True,5.54907608489522,Medium ($50-500M),,False,Typical
TheSkimm,New York City,Media,17,0.1,2023-02-01,Series C,United States,28,2,True,3.367295829986474,Small (<$50M),Mild (<=10%),False,Typical
TheSkimm,New York City,Media,26,0.2,2020-05-01,Series C,United States,28,2,True,3.367295829986474,Small (<$50M),Moderate (10-25%),False,Typical
Thimble,New York City,Fin-Tech,20,0.33,2022-07-05,Series A,United States,28,1,False,3.367295829986474,Small (<$50M),Severe (25-50%),False,Typical
Thinkific,Vancouver,Education,76,0.19,2023-01-10,Post-IPO,Canada,22,2,True,3.1354942159291497,Small (<$50M),Moderate (10-25%),False,Typical
Thinkific,Vancouver,Education,100,0.2,2022-03-29,Post-IPO,Canada,22,2,True,3.1354942159291497,Small (<$50M),Moderate (10-25%),False,Typical
ThirdLove,New York City,Retail,10,,2020-03-27,Series B,United States,68,2,True,4.23410650459726,Medium ($50-500M),,False,Typical
ThirdLove,SF Bay Area,Retail,65,0.3,2020-04-02,Series B,United States,68,2,True,4.23410650459726,Medium ($50-500M),Severe (25-50%),False,Typical
Thirty Madison,New York City,Healthcare,0,0.1,2022-08-18,Series C,United States,209,2,True,5.3471075307174685,Medium ($50-500M),Mild (<=10%),False,Typical
Thirty Madison,New York City,Healthcare,24,,2022-05-14,Acquired,United States,209,2,True,5.3471075307174685,Medium ($50-500M),,False,Typical
Thoughtworks,Chicago,Other,500,0.04,2023-03-01,Post-IPO,United States,748,1,False,6.618738983517219,Large ($500M-2B),Mild (<=10%),False,Typical
Thread,London,Retail,30,0.5,2022-11-30,Acquired,United Kingdom,40,1,False,3.713572066704308,Small (<$50M),Severe (25-50%),False,Typical
ThredUp,Chicago,Retail,0,0.15,2022-08-15,Post-IPO,United States,305,2,True,5.723585101952381,Medium ($50-500M),Moderate (10-25%),False,Typical
ThredUp,Chicago,Retail,243,,2021-02-09,Series F,United States,305,2,True,5.723585101952381,Medium ($50-500M),,False,Typical
Thriver,Toronto,Food,75,0.5,2020-08-06,Series B,Canada,53,1,False,3.9889840465642745,Medium ($50-500M),Severe (25-50%),True,Unusually High for Funding Level
Thumbtack,SF Bay Area,Consumer,160,0.14,2022-12-13,Series I,United States,698,2,True,6.54965074223381,Large ($500M-2B),Moderate (10-25%),False,Typical
Thumbtack,SF Bay Area,Consumer,250,0.3,2020-03-30,Series F,United States,423,2,True,6.049733455231958,Medium ($50-500M),Severe (25-50%),False,Typical
Tidepool,SF Bay Area,Healthcare,18,0.4,2020-11-17,Unknown,United States,0,1,False,0.0,Small (<$50M),Severe (25-50%),False,Typical
Tiendanube,Buenos Aires,Marketing,50,0.05,2022-10-17,Unknown,Argentina,0,1,False,0.0,Small (<$50M),Mild (<=10%),False,Typical
Tier Mobility,Berlin,Transportation,80,0.07,2023-01-25,Series D,Germany,646,2,True,6.472346294500901,Large ($500M-2B),Mild (<=10%),False,Typical
Tier Mobility,Berlin,Transportation,180,0.16,2022-08-23,Series D,Germany,646,2,True,6.472346294500901,Large ($500M-2B),Moderate (10-25%),False,Typical
TIFIN,Boulder,Crypto,24,0.1,2022-06-14,Series D,United States,204,1,False,5.3230099791384085,Medium ($50-500M),Mild (<=10%),False,Typical
TikTok India,Mumbai,Consumer,40,,2023-02-10,Acquired,India,9400,1,False,9.148571345578551,Mega (>$2B),,False,Typical
Till Payments,Sydney,Finance,120,,2023-01-10,Series C,Australia,95,1,False,4.564348191467836,Medium ($50-500M),,False,Typical
Tilting Point,New York City,Consumer,60,0.14,2023-01-31,Unknown,United States,235,1,False,5.4638318050256105,Medium ($50-500M),Moderate (10-25%),False,Typical
Tipalti,SF Bay Area,Finance,123,0.11,2023-01-11,Series F,United States,565,1,False,6.338594078203183,Large ($500M-2B),Moderate (10-25%),False,Typical
Toast,Boston,Food,1300,0.5,2020-04-07,Series F,United States,902,1,False,6.805722553416985,Large ($500M-2B),Severe (25-50%),True,Unusually High for Funding Level
Tomo,Stamford,Finance,44,0.33,2022-05-31,Series A,United States,110,1,False,4.709530201312334,Medium ($50-500M),Severe (25-50%),False,Typical
Tomorrow,Hamburg,Finance,30,0.25,2022-12-16,Unknown,Germany,29,1,False,3.4011973816621555,Small (<$50M),Moderate (10-25%),False,Typical
TomTom,Amsterdam,Transportation,500,0.1,2022-06-01,Post-IPO,Netherlands,0,1,False,0.0,Small (<$50M),Mild (<=10%),False,Typical
Tonal,SF Bay Area,Fitness,262,0.35,2022-07-13,Series E,United States,450,1,False,6.111467339502679,Medium ($50-500M),Severe (25-50%),False,Typical
Tonkean,SF Bay Area,Other,23,0.23,2022-06-15,Series B,United States,83,1,False,4.430816798843313,Medium ($50-500M),Moderate (10-25%),False,Typical
Top Hat,Toronto,Education,16,0.03,2020-05-12,Series D,Canada,104,1,False,4.653960350157523,Medium ($50-500M),Mild (<=10%),False,Typical
Toppr,Mumbai,Education,350,,2022-06-29,Acquired,India,112,1,False,4.727387818712341,Medium ($50-500M),,False,Typical
Tor,Boston,Security,13,0.37,2020-04-17,Unknown,United States,1,1,False,0.6931471805599453,Small (<$50M),Severe (25-50%),False,Typical
TouchBistro,Toronto,Food,131,0.23,2020-04-14,Series E,Canada,224,1,False,5.41610040220442,Medium ($50-500M),Moderate (10-25%),False,Typical
Transfix,New York City,Logistics,24,0.1,2020-04-29,Series D,United States,128,1,False,4.859812404361672,Medium ($50-500M),Mild (<=10%),False,Typical
Transmit Security,Boston,Security,27,0.07,2022-07-05,Series A,United States,583,1,False,6.369900982828227,Large ($500M-2B),Mild (<=10%),False,Typical
TravelBank,SF Bay Area,Travel,20,,2020-03-24,Series B,United States,35,1,False,3.58351893845611,Small (<$50M),,False,Typical
Traveloka,Jakarta,Travel,100,0.1,2020-04-03,Unknown,Indonesia,0,1,False,0.0,Small (<$50M),Mild (<=10%),False,Typical
TravelTriangle,Gurugram,Travel,250,0.5,2020-03-28,Series D,India,47,1,False,3.871201010907891,Small (<$50M),Severe (25-50%),False,Typical
Trax,Singapore,Retail,80,0.08,2022-11-22,Series E,Singapore,1000,3,True,6.90875477931522,Large ($500M-2B),Mild (<=10%),False,Typical
Trax,Singapore,Retail,100,0.12,2022-06-20,Series E,Singapore,1000,3,True,6.90875477931522,Large ($500M-2B),Moderate (10-25%),False,Typical
Trax,Tel Aviv,Retail,120,0.1,2020-05-03,Series D,Israel,386,3,True,5.958424693029782,Medium ($50-500M),Mild (<=10%),False,Typical
Tray.io,SF Bay Area,Data,0,0.1,2022-06-21,Series C,United States,109,1,False,4.700480365792417,Medium ($50-500M),Mild (<=10%),False,Typical
Treehouse,Portland,Education,41,0.9,2021-09-14,Series B,United States,12,1,False,2.5649493574615367,Small (<$50M),Critical (>50%),False,Typical
Trell,Bengaluru,Retail,300,0.5,2022-03-15,Series B,India,62,1,False,4.143134726391533,Medium ($50-500M),Severe (25-50%),True,Unusually High for Funding Level
Tricida,SF Bay Area,Healthcare,0,0.57,2022-11-14,Post-IPO,United States,624,1,False,6.437751649736401,Large ($500M-2B),Critical (>50%),True,Unusually High for Funding Level
TripActions,SF Bay Area,Travel,300,0.25,2020-03-25,Series D,United States,981,1,False,6.889591308354466,Large ($500M-2B),Moderate (10-25%),False,Typical
TripAdvisor,Boston,Travel,900,0.25,2020-04-28,Post-IPO,United States,3,1,False,1.3862943611198906,Small (<$50M),Moderate (10-25%),False,Typical
Tripbam,Dallas,Travel,10,0.25,2020-04-03,Unknown,United States,0,1,False,0.0,Small (<$50M),Moderate (10-25%),False,Typical
Triplebyte,SF Bay Area,Recruiting,15,0.17,2020-03-23,Series B,United States,48,1,False,3.8918202981106265,Small (<$50M),Moderate (10-25%),False,Typical
TripleLift,New York City,Marketing,23,0.07,2020-04-02,Series B,United States,16,2,True,2.833213344056216,Small (<$50M),Mild (<=10%),False,Typical
TripleLift,New York City,Marketing,100,0.2,2023-02-10,Acquired,United States,16,2,True,2.833213344056216,Small (<$50M),Moderate (10-25%),False,Typical
Trove Recommerce,SF Bay Area,Retail,13,,2020-04-15,Series C,United States,34,1,False,3.555348061489413,Small (<$50M),,False,Typical
Truck It In,Karachi,Logistics,0,0.3,2022-06-01,Seed,Pakistan,17,1,False,2.8903717578961645,Small (<$50M),Severe (25-50%),False,Typical
TrueCar,Los Angeles,Transportation,219,0.3,2020-05-28,Post-IPO,United States,340,1,False,5.831882477283517,Medium ($50-500M),Severe (25-50%),False,Typical
TrueLayer,London,Finance,40,0.1,2022-09-16,Series E,United States,271,1,False,5.605802066295998,Medium ($50-500M),Mild (<=10%),False,Typical
Truepill,SF Bay Area,Healthcare,150,0.15,2022-06-08,Series D,United States,255,2,True,5.545177444479562,Medium ($50-500M),Moderate (10-25%),False,Typical
Truepill,SF Bay Area,Healthcare,175,0.33,2022-08-11,Series D,United States,255,2,True,5.545177444479562,Medium ($50-500M),Severe (25-50%),False,Typical
Truiloo,Vancouver,Security,24,0.05,2022-09-23,Series D,Canada,474,1,False,6.163314804034641,Medium ($50-500M),Mild (<=10%),False,Typical
Trustly,Stockholm,Finance,120,,2022-02-17,Acquired,Sweden,28,1,False,3.367295829986474,Small (<$50M),,False,Typical
Trybe,Sao Paulo,Education,47,0.1,2022-08-10,Series B,Brazil,40,1,False,3.713572066704308,Small (<$50M),Mild (<=10%),False,Typical
Tufin,Boston,Security,55,0.1,2022-08-21,Acquired,United States,21,1,False,3.091042453358316,Small (<$50M),Mild (<=10%),False,Typical
Tul,Bogota,Construction,100,,2023-01-17,Series B,Colombia,218,1,False,5.389071729816501,Medium ($50-500M),,False,Typical
Tulip Retail,Toronto,Retail,14,,2020-04-15,Series B,Canada,51,1,False,3.951243718581428,Medium ($50-500M),,False,Typical
Turnitin,SF Bay Area,Education,51,0.05,2022-10-06,Acquired,United States,0,1,False,0.0,Small (<$50M),Mild (<=10%),False,Typical
Turntide,SF Bay Area,Energy,0,0.2,2022-07-28,Unknown,United States,491,1,False,6.198478716492308,Medium ($50-500M),Moderate (10-25%),False,Typical
Turo,SF Bay Area,Transportation,108,0.3,2020-03-31,Series E,United States,467,1,False,6.148468295917647,Medium ($50-500M),Severe (25-50%),False,Typical
TuSimple,San Diego,Transportation,350,0.25,2022-12-21,Post-IPO,United States,648,1,False,6.47543271670409,Large ($500M-2B),Moderate (10-25%),False,Typical
TutorMundi,Sao Paulo,Education,4,1.0,2020-04-24,Series A,Brazil,2,1,False,1.0986122886681098,Small (<$50M),Critical (>50%),False,Typical
Twiga,Nairobi,Food,211,0.21,2022-11-16,Series C,Kenya,157,1,False,5.062595033026967,Medium ($50-500M),Moderate (10-25%),False,Typical
Twilio,SF Bay Area,Other,800,0.11,2022-09-14,Post-IPO,United States,614,2,True,6.421622267806518,Large ($500M-2B),Moderate (10-25%),False,Typical
Twilio,SF Bay Area,Other,1500,0.17,2023-02-13,Post-IPO,United States,614,2,True,6.421622267806518,Large ($500M-2B),Moderate (10-25%),False,Typical
Twine Solutions,Tel Aviv,Hardware,30,0.33,2023-01-05,Unknown,Israel,50,1,False,3.9318256327243257,Small (<$50M),Severe (25-50%),False,Typical
TwinStrand,Seattle,Healthcare,0,0.5,2022-10-05,Series B,United States,73,1,False,4.30406509320417,Medium ($50-500M),Severe (25-50%),True,Unusually High for Funding Level
Twitter,SF Bay Area,Consumer,40,,2023-01-05,Post-IPO,United States,12900,3,True,9.465060106725137,Mega (>$2B),,False,Typical
Twitter,SF Bay Area,Consumer,200,0.1,2023-02-25,Post-IPO,United States,12900,3,True,9.465060106725137,Mega (>$2B),Mild (<=10%),False,Typical
Twitter,SF Bay Area,Consumer,3700,0.5,2022-11-04,Post-IPO,United States,12900,3,True,9.465060106725137,Mega (>$2B),Severe (25-50%),True,Unusually High for Funding Level
Ualá,Buenos Aires,Finance,53,0.03,2022-11-30,Series D,Argentina,544,1,False,6.300785794663244,Large ($500M-2B),Mild (<=10%),False,Typical
Uber,Vilnius,Transportation,60,,2022-09-07,Post-IPO,Lithuania,24700,5,True,10.1145990076265,Mega (>$2B),,False,Typical
Uber,Amsterdam,Transportation,225,0.25,2020-06-12,Post-IPO,Netherlands,24700,5,True,10.1145990076265,Mega (>$2B),Moderate (10-25%),False,Typical
Uber,Bengaluru,Transportation,600,0.23,2020-05-26,Post-IPO,India,24700,5,True,10.1145990076265,Mega (>$2B),Moderate (10-25%),False,Typical
Uber,SF Bay Area,Transportation,3000,0.13,2020-05-18,Post-IPO,United States,24700,5,True,10.1145990076265,Mega (>$2B),Moderate (10-25%),False,Typical
Uber,SF Bay Area,Transportation,3700,0.14,2020-05-06,Post-IPO,United States,24700,5,True,10.1145990076265,Mega (>$2B),Moderate (10-25%),False,Typical
Uber Freight,SF Bay Area,Logistics,150,0.03,2023-01-23,Subsidiary,United States,2700,1,False,7.901377353792616,Mega (>$2B),Mild (<=10%),False,Typical
Uberflip,Toronto,Marketing,31,0.17,2022-08-05,Series A,Canada,42,1,False,3.7612001156935615,Small (<$50M),Moderate (10-25%),False,Typical
Udaan,Bengaluru,Retail,180,0.04,2022-06-27,Unknown,India,1500,2,True,7.313886831633462,Large ($500M-2B),Mild (<=10%),False,Typical
Udaan,Bengaluru,Retail,350,,2022-11-04,Unknown,India,1500,2,True,7.313886831633462,Large ($500M-2B),,False,Typical
Udacity,SF Bay Area,Education,55,0.13,2022-10-11,Unknown,United States,235,1,False,5.4638318050256105,Medium ($50-500M),Moderate (10-25%),False,Typical
Udayy,Gurugram,Education,100,1.0,2022-06-01,Seed,India,2,1,False,1.0986122886681098,Small (<$50M),Critical (>50%),False,Typical
Udemy,SF Bay Area,Education,0,0.1,2023-02-14,Post-IPO,United States,311,1,False,5.7430031878094825,Medium ($50-500M),Mild (<=10%),False,Typical
UiPath,New York City,Data,210,0.05,2022-06-27,Post-IPO,United States,2000,2,True,7.601402334583733,Large ($500M-2B),Mild (<=10%),False,Typical
UiPath,New York City,Data,241,0.06,2022-11-15,Post-IPO,United States,2000,2,True,7.601402334583733,Large ($500M-2B),Mild (<=10%),False,Typical
Ula,Jakarta,Retail,134,0.23,2022-11-30,Series B,Indonesia,140,1,False,4.948759890378168,Medium ($50-500M),Moderate (10-25%),False,Typical
Una Brands,Singapore,Retail,0,0.1,2022-06-28,Series A,Singapore,55,1,False,4.02535169073515,Medium ($50-500M),Mild (<=10%),False,Typical
Unacademy,Bengaluru,Education,150,0.03,2022-06-18,Series H,India,838,3,True,6.732210706467206,Large ($500M-2B),Mild (<=10%),False,Typical
Unacademy,Bengaluru,Education,350,0.1,2022-11-07,Series H,India,838,3,True,6.732210706467206,Large ($500M-2B),Mild (<=10%),False,Typical
Unacademy,Bengaluru,Education,1000,0.17,2022-04-07,Series H,India,838,3,True,6.732210706467206,Large ($500M-2B),Moderate (10-25%),False,Typical
Unbabel,Lisbon,Support,80,0.35,2020-04-08,Series C,Portugal,91,1,False,4.5217885770490405,Medium ($50-500M),Severe (25-50%),False,Typical
Unbounce,Vancouver,Marketing,47,0.2,2022-08-03,Series A,Canada,39,1,False,3.688879454113936,Small (<$50M),Moderate (10-25%),False,Typical
Uncapped,London,Finance,29,0.26,2022-05-27,Unknown,United Kingdom,118,1,False,4.77912349311153,Medium ($50-500M),Severe (25-50%),False,Typical
Unchained Capital,Austin,Crypto,0,0.15,2022-11-18,Series A,United States,33,1,False,3.5263605246161616,Small (<$50M),Moderate (10-25%),False,Typical
Unico,Sao Paulo,Other,50,0.04,2022-10-24,Series D,Brazil,336,2,True,5.820082930352362,Medium ($50-500M),Mild (<=10%),False,Typical
Unico,Sao Paulo,Other,110,0.1,2023-01-17,Series D,Brazil,336,2,True,5.820082930352362,Medium ($50-500M),Mild (<=10%),False,Typical
Uniphore,SF Bay Area,Support,76,0.1,2023-01-03,Series E,United States,620,1,False,6.431331081933479,Large ($500M-2B),Mild (<=10%),False,Typical
Unison,SF Bay Area,Finance,89,0.45,2020-04-08,Series B,United States,40,1,False,3.713572066704308,Small (<$50M),Severe (25-50%),False,Typical
Unity,SF Bay Area,Other,200,0.04,2022-06-29,Post-IPO,United States,1300,2,True,7.170888478512505,Large ($500M-2B),Mild (<=10%),False,Typical
Unity,SF Bay Area,Other,284,0.03,2023-01-17,Post-IPO,United States,1300,2,True,7.170888478512505,Large ($500M-2B),Mild (<=10%),False,Typical
Unstoppable Domains,SF Bay Area,Crypto,42,0.25,2022-07-14,Series B,United States,7,1,False,2.079441541679836,Small (<$50M),Moderate (10-25%),False,Typical
UpGrad,Mumbai,Education,120,,2023-03-06,Unknown,India,631,1,False,6.448889394146858,Large ($500M-2B),,False,Typical
UpScalio,Gurugram,Retail,25,0.15,2023-01-05,Series B,India,62,1,False,4.143134726391533,Medium ($50-500M),Moderate (10-25%),False,Typical
UPshow,Chicago,Marketing,19,0.3,2020-04-24,Series A,United States,7,1,False,2.079441541679836,Small (<$50M),Severe (25-50%),False,Typical
Upstart,SF Bay Area,Finance,140,0.07,2022-11-01,Post-IPO,United States,144,2,True,4.976733742420574,Medium ($50-500M),Mild (<=10%),False,Typical
Upstart,SF Bay Area,Finance,365,0.2,2023-01-31,Post-IPO,United States,144,2,True,4.976733742420574,Medium ($50-500M),Moderate (10-25%),False,Typical
Urban Sports Club,Berlin,Fitness,55,0.15,2022-09-01,Unknown,Germany,95,1,False,4.564348191467836,Medium ($50-500M),Moderate (10-25%),False,Typical
Usermind,Seattle,Marketing,15,0.25,2020-04-01,Series C,United States,46,1,False,3.8501476017100575,Small (<$50M),Moderate (10-25%),False,Typical
UserTesting,SF Bay Area,Marketing,63,,2023-03-03,Acquired,United States,152,1,False,5.030437921392435,Medium ($50-500M),,False,Typical
uShip,Austin,Logistics,65,0.37,2020-03-31,Series D,United States,69,1,False,4.248495242049359,Medium ($50-500M),Severe (25-50%),False,Typical
Vacasa,Portland,Travel,1300,0.17,2023-01-24,Post-IPO,United States,834,1,False,6.727431724850855,Large ($500M-2B),Moderate (10-25%),False,Typical
Validity,Boston,Data,130,0.33,2020-05-06,Private Equity,United States,0,1,False,0.0,Small (<$50M),Severe (25-50%),False,Typical
Vanta,SF Bay Area,Security,0,0.14,2022-12-08,Series B,United States,203,1,False,5.318119993844216,Medium ($50-500M),Moderate (10-25%),False,Typical
Varo,SF Bay Area,Finance,75,,2022-07-20,Series E,United States,992,1,False,6.900730664045173,Large ($500M-2B),,False,Typical
Varonis,New York City,Security,110,0.05,2022-11-06,Post-IPO,United States,30,1,False,3.4339872044851463,Small (<$50M),Mild (<=10%),False,Typical
Vedanta Biosciences,Boston,Healthcare,0,0.2,2022-08-10,Series D,United States,301,1,False,5.71042701737487,Medium ($50-500M),Moderate (10-25%),False,Typical
Vedantu,Bengaluru,Education,100,,2022-08-02,Series E,India,292,4,True,5.680172609017068,Medium ($50-500M),,False,Typical
Vedantu,Bengaluru,Education,200,0.03,2022-05-05,Series E,India,292,4,True,5.680172609017068,Medium ($50-500M),Mild (<=10%),False,Typical
Vedantu,Bengaluru,Education,385,,2022-12-07,Series E,India,292,4,True,5.680172609017068,Medium ($50-500M),,False,Typical
Vedantu,Bengaluru,Education,424,0.07,2022-05-18,Series E,India,292,4,True,5.680172609017068,Medium ($50-500M),Mild (<=10%),False,Typical
